ttrip_id,oeast,onrth,deast,denrth,expan_fac,expan_fac/10,choice,av1,autodis,autotime,num_cars,parking_fare,congcharg,av2,av3,walktime,walkdis,av4,biketime,bikedis,av5,bus_transittime,bus_transitwalktime,bus_transitinvehtime,bus_transitnumtransfers,bus_fare,av6,rail_transittime,rail_transitwalktime,rail_transitinvehtime,rail_transitnumtransfers,rail_fare,av8,pnk_transittime,pnk_fare,pnk_transitnumtransfers,pnk_transitwalktime
130781210201.00,544257,167179,543983,165076,868.31,86.831,1,1,3162,469,2,0.47,0,1,1,2298,3024,1,689,3162,1,1202,867,361,0,1.3,0,0,0,0,0,0,1,1202,1.3,0,867
130662410501.00,541033,158115,543285,159317,320.98,32.098,1,1,4225,506,2,0.47,0,1,1,2621,3458,1,912,3680,1,1777,1366,448,0,1.3,0,0,0,0,0,0,1,1777,1.3,0,1366
130651510102.00,545479,165855,542084,165872,469.59,46.959,1,1,4574,583,4,0.47,0,1,1,3218,4355,1,1010,4650,1,1175,706,480,0,1.3,0,0,0,0,0,0,1,1175,1.3,0,706
140810310401.00,545893,167650,544161,171654,334.57,33.457,1,1,5796,679,1,0.47,0,1,1,3858,5241,1,1074,5303,1,1866,1146,720,0,1.3,0,0,0,0,0,0,1,1866,1.3,0,1146
140801310201.00,547805,166132,546188,166188,406.05,40.605,1,1,2507,415,0,0.47,0,1,1,1521,2090,1,449,2106,1,878,304,560,0,1.3,0,0,0,0,0,0,1,878,1.3,0,304
130711010102.00,547305,166927,546314,166651,414.67,41.467,1,1,2349,431,2,0.47,0,1,1,1023,1358,1,381,1452,1,758,593,180,0,1.3,0,0,0,0,0,0,1,758,1.3,0,593
140800110202.00,546336,166474,547327,167845,400.84,40.084,1,1,2168,345,1,0.47,0,1,1,1411,1868,1,503,2169,1,622,195,442,0,1.3,0,0,0,0,0,0,1,622,1.3,0,195
130782810101.00,545245,166551,546193,166288,347.22,34.722,1,1,1806,265,1,0.47,0,1,1,1283,1804,1,352,1806,1,1141,562,578,0,1.3,0,0,0,0,0,0,1,1141,1.3,0,562
140810610302.00,548238,164216,543413,165061,465.63,46.563,1,1,6431,654,1,0.47,0,1,1,4136,5672,1,1198,5672,1,2011,347,1387,1,1.3,0,0,0,0,0,0,1,2011,1.3,1,347
130781910201.00,544780,167343,542457,165924,279.59,27.959,1,1,4517,513,2,0.47,0,1,1,2731,3712,1,692,3769,1,2078,809,1267,0,1.3,0,0,0,0,0,0,1,2078,1.3,0,809
130782510401.00,545467,167261,546273,167921,294.59,29.459,1,1,1466,200,3,0.47,0,1,1,985,1399,1,250,1399,1,832,729,121,0,1.3,0,0,0,0,0,0,1,832,1.3,0,729
130782510102.00,546273,167921,545467,167261,413.36,41.336,1,1,1577,209,3,0.47,0,1,1,1063,1399,1,366,1541,1,861,730,109,0,1.3,0,0,0,0,0,0,1,861,1.3,0,730
130780210102.00,545712,164469,543168,165005,335.31,33.531,1,1,4267,615,1,0.47,0,1,1,2713,3497,1,982,3820,1,1081,499,585,0,1.3,0,0,0,0,0,0,1,1081,1.3,0,499
130800810101.00,546889,166818,546486,169569,664.54,66.454,1,1,4165,538,2,0.47,0,1,1,2540,3418,1,771,3623,1,967,512,454,0,1.3,0,0,0,0,0,0,1,967,1.3,0,512
140781410201.00,544481,166451,543168,165005,589.46,58.946,1,1,3020,435,3,0.47,0,1,1,2211,2935,1,648,3020,1,867,480,360,0,1.3,0,0,0,0,0,0,1,867,1.3,0,480
140682910401.00,545928,164095,544479,165132,387.28,38.728,1,1,2966,414,1,0.47,0,1,1,1807,2369,1,754,2936,1,1599,1519,98,0,1.3,0,0,0,0,0,0,1,1599,1.3,0,1519
130782510101.00,545467,167261,546273,167921,413.36,41.336,1,1,1466,200,3,0.47,0,1,1,985,1399,1,250,1399,1,832,729,121,0,1.3,0,0,0,0,0,0,1,832,1.3,0,729
140812610201.00,547986,168179,547384,169194,346.33,34.633,1,1,2250,342,1,0.47,0,1,1,1292,1833,1,272,1833,1,999,792,195,0,1.3,0,0,0,0,0,0,1,999,1.3,0,792
130780210101.00,543837,165813,545712,164469,335.31,33.531,1,1,3711,481,1,0.47,0,1,1,2617,3516,1,831,3999,1,1557,1014,506,0,1.3,0,0,0,0,0,0,1,1557,1.3,0,1014
140682710101.00,546355,163382,547479,165097,287.41,28.741,1,1,4428,507,1,0.47,0,1,1,2438,3419,1,758,3419,1,1830,1675,165,0,1.3,0,0,0,0,0,0,1,1830,1.3,0,1675
140812910101.00,547709,168450,546261,170998,367.01,36.701,1,1,4149,624,1,0.47,0,1,1,2965,3962,1,900,4179,1,1674,878,795,0,1.3,0,0,0,0,0,0,1,1674,1.3,0,878
140800110101.00,547327,167845,546192,166199,501.6,50.16,1,1,2244,370,1,0.47,0,1,1,1683,2174,1,539,2260,1,703,264,420,0,1.3,0,0,0,0,0,0,1,703,1.3,0,264
140781810101.00,544201,168074,545564,170812,428.89,42.889,1,1,5256,584,1,0.47,0,1,1,3493,4769,1,975,5040,1,2355,1361,998,0,1.3,1,1873,768,560,1,1.45,1,2114,1.375,0.5,1064
140671510101.00,542383,165562,544259,162221,360.8,36.08,1,1,6180,608,1,0.47,0,1,1,3792,4942,1,1311,4943,1,2244,1260,489,1,1.3,0,0,0,0,0,0,1,2244,1.3,1,1260
130660310301.00,542253,158092,542587,159426,292.38,29.238,1,1,3646,480,2,0.47,0,1,1,1811,2379,1,753,2566,1,1589,1233,360,0,1.3,0,0,0,0,0,0,1,1589,1.3,0,1233
140810910102.00,546030,169583,546629,168787,350.72,35.072,1,1,1367,190,1,0.47,0,1,1,999,1367,1,250,1401,1,477,297,180,0,1.3,0,0,0,0,0,0,1,477,1.3,0,297
140810610102.00,548238,164216,543413,165061,360.98,36.098,1,1,6431,654,1,0.47,0,1,1,4136,5672,1,1198,5672,1,2011,347,1387,1,1.3,0,0,0,0,0,0,1,2011,1.3,1,347
130662410401.00,541033,158115,543285,159317,292.38,29.238,1,1,4225,506,2,0.47,0,1,1,2621,3458,1,912,3680,1,1777,1366,448,0,1.3,0,0,0,0,0,0,1,1777,1.3,0,1366
140690610101.00,544594,170522,543737,170046,477.14,47.714,1,1,1391,255,1,0.47,0,1,1,1053,1375,1,405,1392,1,729,627,102,0,1.3,0,0,0,0,0,0,1,729,1.3,0,627
130690610201.00,544353,171868,544319,169675,559.18,55.918,1,1,3062,465,1,0.47,0,1,1,1951,2499,1,699,2499,1,923,577,350,0,1.3,0,0,0,0,0,0,1,923,1.3,0,577
130760510201.00,543968,171397,543127,170047,961.82,96.182,1,1,2513,416,1,0.47,0,1,1,1919,2508,1,753,3006,1,1149,949,200,0,1.3,0,0,0,0,0,0,1,1149,1.3,0,949
140802210201.00,547936,168352,544412,170119,406.38,40.638,1,1,4457,594,1,0.47,0,1,1,3337,4377,1,1055,4457,1,1515,1090,422,0,1.3,0,0,0,0,0,0,1,1515,1.3,0,1090
140681910301.00,546042,164796,546579,165239,589.81,58.981,1,1,1979,306,2,0.47,0,1,1,1466,1895,1,622,1964,1,1198,1020,160,0,1.3,0,0,0,0,0,0,1,1198,1.3,0,1020
130422410101.00,545964,171755,541769,167850,495.76,49.576,1,1,7492,1040,2,0.47,0,1,1,5452,7273,1,1628,7484,1,2405,1444,960,0,1.3,0,0,0,0,0,0,1,2405,1.3,0,1444
140811110201.00,546512,168553,547333,166122,473.75,47.375,1,1,3401,518,1,0.47,0,1,1,2457,3266,1,800,3401,1,1710,1140,590,0,1.3,0,0,0,0,0,0,1,1710,1.3,0,1140
130660810101.00,541916,162840,541033,158123,348.04,34.804,1,1,6626,596,2,0.47,0,1,1,4164,5399,1,1375,5772,1,893,105,787,0,1.3,0,0,0,0,0,0,1,893,1.3,0,105
130802210202.00,547207,167462,547596,168364,317.34,31.734,1,1,1571,245,1,0.47,0,1,1,1004,1341,1,290,1386,1,637,508,129,0,1.3,0,0,0,0,0,0,1,637,1.3,0,508
140681710102.00,548238,164216,547150,165503,625.65,62.565,1,1,2256,253,1,0.47,0,1,1,1462,2125,1,344,2256,1,1017,632,385,0,1.3,0,0,0,0,0,0,1,1017,1.3,0,632
140681710101.00,547150,165503,548238,164216,625.65,62.565,1,1,2256,268,1,0.47,0,1,1,1667,2125,1,538,2125,1,941,811,135,0,1.3,0,0,0,0,0,0,1,941,1.3,0,811
130802210201.00,547596,168364,547207,167462,317.34,31.734,1,1,1572,236,1,0.47,0,1,1,998,1341,1,290,1342,1,566,304,261,0,1.3,0,0,0,0,0,0,1,566,1.3,0,304
130810310401.00,546336,167750,544559,167586,308,30.8,1,1,2180,228,2,0.47,0,1,1,1483,1962,1,409,1962,1,514,155,348,0,1.3,0,0,0,0,0,0,1,514,1.3,0,155
130810310101.00,546336,167750,544559,167586,393.67,39.367,1,1,2180,228,2,0.47,0,1,1,1483,1962,1,409,1962,1,514,155,348,0,1.3,0,0,0,0,0,0,1,514,1.3,0,155
140800110201.00,547327,167845,546336,166474,400.84,40.084,1,1,1937,311,1,0.47,0,1,1,1449,1868,1,474,1953,1,646,267,360,0,1.3,0,0,0,0,0,0,1,646,1.3,0,267
130660810201.00,541916,162840,547332,166105,355.51,35.551,1,1,8075,780,2,0.47,0,1,1,5562,7602,1,1619,8007,1,2208,266,1515,1,1.3,0,0,0,0,0,0,1,2208,1.3,1,266
130680310101.00,547126,162276,543467,165017,424.09,42.409,1,1,6017,546,5,0.47,0,1,1,4417,5923,1,1192,6017,1,2000,664,825,1,1.3,1,3217,2161,727,1,1.45,1,2608.5,1.375,1,1412
140802210202.00,544412,170119,547934,168519,406.38,40.638,1,1,4624,576,1,0.47,0,1,1,3303,4491,1,876,4499,1,1598,1108,461,0,1.3,0,0,0,0,0,0,1,1598,1.3,0,1108
140681710301.00,547150,165503,548238,164216,589.81,58.981,1,1,2256,268,1,0.47,0,1,1,1667,2125,1,538,2125,1,941,811,135,0,1.3,0,0,0,0,0,0,1,941,1.3,0,811
130801710101.00,546733,165884,545368,170915,423.01,42.301,1,1,6667,759,2,0.47,0,1,1,5181,6978,1,1336,6697,1,2387,1601,786,0,1.3,0,0,0,0,0,0,1,2387,1.3,0,1601
130800910201.00,547386,166360,543538,171053,824.42,82.442,1,1,7144,917,1,0.47,0,1,1,5341,7118,1,1609,7144,1,2138,1121,1016,0,1.3,0,0,0,0,0,0,1,2138,1.3,0,1121
130800910101.00,547386,166360,543538,171053,1031.58,103.158,1,1,7144,917,1,0.47,0,1,1,5341,7118,1,1609,7144,1,2138,1121,1016,0,1.3,0,0,0,0,0,0,1,2138,1.3,0,1121
130690610101.00,544353,171868,544319,169675,714.71,71.471,1,1,3062,465,1,0.47,0,1,1,1951,2499,1,699,2499,1,923,577,350,0,1.3,0,0,0,0,0,0,1,923,1.3,0,577
130810310301.00,546336,167750,544559,167586,308,30.8,1,1,2180,228,2,0.47,0,1,1,1483,1962,1,409,1962,1,514,155,348,0,1.3,0,0,0,0,0,0,1,514,1.3,0,155
140810610201.00,546084,168236,548238,164216,368.18,36.818,1,1,5774,611,1,0.47,0,1,1,4034,5218,1,1309,5474,1,3000,1699,1298,0,1.3,0,0,0,0,0,0,1,3000,1.3,0,1699
140811110501.00,546512,168553,547333,166122,455.51,45.551,1,1,3401,518,1,0.47,0,1,1,2457,3266,1,800,3401,1,1710,1140,590,0,1.3,0,0,0,0,0,0,1,1710,1.3,0,1140
140762110301.00,543971,171524,543210,168258,343.08,34.308,1,1,4540,543,1,0.47,0,1,1,3108,4089,1,950,4191,1,1330,887,467,0,1.3,0,0,0,0,0,0,1,1330,1.3,0,887
140810310102.00,544033,171268,545893,167650,354.9,35.49,1,1,4825,566,1,0.47,0,1,1,3518,4734,1,1022,4825,1,1356,814,540,0,1.3,0,0,0,0,0,0,1,1356,1.3,0,814
130780210301.00,543837,165813,545712,164469,267.97,26.797,1,1,3711,481,1,0.47,0,1,1,2617,3516,1,831,3999,1,1557,1014,506,0,1.3,0,0,0,0,0,0,1,1557,1.3,0,1014
130802210401.00,547596,168364,547207,167462,231.02,23.102,1,1,1572,236,1,0.47,0,1,1,998,1341,1,290,1342,1,566,304,261,0,1.3,0,0,0,0,0,0,1,566,1.3,0,304
130661810201.00,541175,159761,546025,165930,380.9,38.09,1,1,11398,1063,1,0.47,0,1,1,7499,10240,1,2197,10545,1,2245,590,1655,0,1.3,0,0,0,0,0,0,1,2245,1.3,0,590
140780810101.00,543658,167092,542724,167889,403.43,40.343,1,1,1732,272,1,0.47,0,1,1,1237,1706,1,323,1706,1,813,630,178,0,1.3,0,0,0,0,0,0,1,813,1.3,0,630
120681710201.00,547029,165383,544670,165208,518.3,51.83,1,1,3649,549,1,0.47,0,1,1,2744,3615,1,849,3617,1,1849,1368,480,0,1.3,0,0,0,0,0,0,1,1849,1.3,0,1368
120681710102.00,546036,160017,547029,165383,613.24,61.324,1,1,9720,1023,1,0.47,0,1,1,5300,7484,1,1393,7507,1,4382,2993,1380,0,1.3,0,0,0,0,0,0,1,4382,1.3,0,2993
120800710301.00,547036,167028,547228,169627,450.33,45.033,1,1,3119,448,4,0.47,0,1,1,2088,2870,1,645,3291,1,1033,470,561,0,1.3,0,0,0,0,0,0,1,1033,1.3,0,470
100691110202.00,544622,167608,544822,166769,493.36,49.336,1,1,1134,150,1,0.47,0,1,1,800,1069,1,228,1134,1,476,331,152,0,1.3,0,0,0,0,0,0,1,476,1.3,0,331
120801310101.00,547810,166162,546042,166099,314.24,31.424,1,1,2492,409,1,0.47,0,1,1,1674,2289,1,526,2513,1,837,396,440,0,1.3,0,0,0,0,0,0,1,837,1.3,0,396
110662510202.00,541895,158912,541577,159833,408.94,40.894,1,1,976,85,1,0.47,0,1,1,699,976,1,161,976,1,428,338,108,0,1.3,0,0,0,0,0,0,1,428,1.3,0,338
100811510201.00,546602,169476,546943,168133,560.34,56.034,1,1,2292,389,3,0.47,0,1,1,1658,2244,1,545,2244,1,1066,496,570,0,1.3,0,0,0,0,0,0,1,1066,1.3,0,496
100811810102.00,543244,165161,546942,169541,226.61,22.661,1,1,7568,848,2,0.47,0,1,1,5337,7317,1,1521,8108,1,2084,308,1392,1,1.3,0,0,0,0,0,0,1,2084,1.3,1,308
100811810302.00,546743,166949,546942,169541,276.21,27.621,1,1,2819,340,2,0.47,0,1,1,2070,2820,1,508,2819,1,815,252,561,0,1.3,0,0,0,0,0,0,1,815,1.3,0,252
110801010101.00,547470,167069,546930,166706,322.01,32.201,1,1,931,129,2,0.47,0,1,1,643,877,1,185,1026,1,732,261,490,0,1.3,0,0,0,0,0,0,1,732,1.3,0,261
120662610301.00,542151,158636,541216,159336,187.75,18.775,1,1,1243,155,1,0.47,0,1,1,902,1239,1,243,1243,1,617,479,80,0,1.3,0,0,0,0,0,0,1,617,1.3,0,479
110800210101.00,547536,167705,546142,165950,262.12,26.212,1,1,3785,496,3,0.47,0,1,1,1993,2595,1,614,2682,1,880,371,518,0,1.3,0,0,0,0,0,0,1,880,1.3,0,371
120671810201.00,544184,165936,543499,167203,430.94,43.094,1,1,3344,438,1,0.47,0,1,1,2273,3131,1,558,3189,1,773,345,427,0,1.3,0,0,0,0,0,0,1,773,1.3,0,345
120781910201.00,545282,166392,546259,171321,423.77,42.377,1,1,6931,789,1,0.47,0,1,1,4915,6693,1,1570,7460,1,2817,1653,1157,0,1.3,0,0,0,0,0,0,1,2817,1.3,0,1653
110710310401.00,544965,165462,545712,164469,320.3,32.03,1,1,2044,311,1,0.47,0,1,1,1324,1790,1,444,1790,1,1009,715,294,0,1.3,0,0,0,0,0,0,1,1009,1.3,0,715
120811010301.00,545940,168352,546842,167091,880.1,88.01,1,1,3262,434,2,0.47,0,1,1,1792,2493,1,562,2847,1,1171,901,285,0,1.3,0,0,0,0,0,0,1,1171,1.3,0,901
110781910201.00,544752,166868,545998,169801,357.92,35.792,1,1,4130,426,2,0.47,0,1,1,2914,3999,1,767,4030,1,2481,1604,877,0,1.3,0,0,0,0,0,0,1,2481,1.3,0,1604
120800410302.00,547332,166105,547620,169288,499.74,49.974,1,1,4243,615,3,0.47,0,1,1,2712,3727,1,859,4151,1,1448,641,798,0,1.3,0,0,0,0,0,0,1,1448,1.3,0,641
110663010401.00,541433,158504,542587,159426,290.96,29.096,1,1,2702,370,4,0.47,0,1,1,1765,2234,1,713,2456,1,1140,785,360,0,1.3,0,0,0,0,0,0,1,1140,1.3,0,785
120800410301.00,547553,166869,547332,166105,499.74,49.974,1,1,1509,234,3,0.47,0,1,1,933,1215,1,270,1264,1,844,560,290,0,1.3,0,0,0,0,0,0,1,844,1.3,0,560
120780510301.00,542999,167998,544956,170418,555.56,55.556,1,1,3610,420,2,0.47,0,1,1,2767,3605,1,936,3717,1,1416,1052,370,0,1.3,0,0,0,0,0,0,1,1416,1.3,0,1052
100660510203.00,541191,159741,541872,158846,513.51,51.351,1,1,1210,127,2,0.47,0,1,1,1082,1210,1,541,1210,1,618,493,125,0,1.3,0,0,0,0,0,0,1,618,1.3,0,493
110810110103.00,545948,167531,547966,165862,495.26,49.526,1,1,3309,425,1,0.47,0,1,1,2466,3253,1,747,3329,1,2084,1782,300,0,1.3,0,0,0,0,0,0,1,2084,1.3,0,1782
100660510202.00,542587,159426,541191,159741,513.51,51.351,1,1,3046,408,2,0.47,0,1,1,1778,2406,1,584,2584,1,1364,1219,156,0,1.3,0,0,0,0,0,0,1,1364,1.3,0,1219
110802710101.00,547920,168607,545318,169440,382.55,38.255,1,1,3795,548,0,0.47,0,1,1,2745,3601,1,923,3726,1,1627,1273,347,0,1.3,0,0,0,0,0,0,1,1627,1.3,0,1273
100680410101.00,547197,162093,543210,168258,490.95,49.095,1,1,10404,1023,2,0.47,0,1,1,6706,9064,1,2086,10574,1,2950,695,1698,1,1.3,1,3579,2799,780,0,1.65,1,3264.5,1.475,0.5,1747
110712210401.00,546011,165241,544826,165003,361.65,36.165,1,1,1834,281,1,0.47,0,1,1,1396,1789,1,534,1834,1,919,682,258,0,1.3,0,0,0,0,0,0,1,919,1.3,0,682
120662610101.00,542151,158636,541216,159336,252.78,25.278,1,1,1243,155,1,0.47,0,1,1,902,1239,1,243,1243,1,617,479,80,0,1.3,0,0,0,0,0,0,1,617,1.3,0,479
100691110103.00,544822,166769,545148,168059,505.28,50.528,1,1,1752,243,1,0.47,0,1,1,1268,1732,1,304,1752,1,1139,1032,111,0,1.3,0,0,0,0,0,0,1,1139,1.3,0,1032
110782710601.00,544816,167952,546583,165925,305,30.5,1,1,4316,529,2,0.47,0,1,1,2413,3207,1,765,3654,1,1717,1129,586,0,1.3,1,1761,1513,240,0,1.65,1,1739,1.475,0,1321
100670910201.00,542675,165973,543802,164935,759.46,75.946,1,1,2518,383,1,0.47,0,1,1,1927,2444,1,635,2445,1,997,697,300,0,1.3,0,0,0,0,0,0,1,997,1.3,0,697
100682510201.00,546005,163320,546441,166281,425.04,42.504,1,1,4165,633,1,0.47,0,1,1,2876,3905,1,810,3988,1,1440,805,630,0,1.3,0,0,0,0,0,0,1,1440,1.3,0,805
120781310201.00,544789,167357,544526,165869,467.19,46.719,1,1,2086,263,2,0.47,0,1,1,1491,1938,1,462,1962,1,718,452,265,0,1.3,0,0,0,0,0,0,1,718,1.3,0,452
100690210102.00,542371,168768,543719,169463,763.02,76.302,1,1,2201,298,2,0.47,0,1,1,1729,2201,1,710,2578,1,772,549,240,0,1.3,0,0,0,0,0,0,1,772,1.3,0,549
110781910101.00,544752,166868,545998,169801,331.56,33.156,1,1,4130,426,2,0.47,0,1,1,2914,3999,1,767,4030,1,2481,1604,877,0,1.3,0,0,0,0,0,0,1,2481,1.3,0,1604
120671810301.00,544184,165936,543499,167203,320.07,32.007,1,1,3344,438,1,0.47,0,1,1,2273,3131,1,558,3189,1,773,345,427,0,1.3,0,0,0,0,0,0,1,773,1.3,0,345
110711810101.00,544783,165671,544319,169675,370.56,37.056,1,1,5978,673,2,0.47,0,1,1,4299,5817,1,1164,6057,1,1683,567,1116,0,1.3,0,0,0,0,0,0,1,1683,1.3,0,567
100760710202.00,544423,171821,543870,171170,330.58,33.058,1,1,1655,279,1,0.47,0,1,1,760,992,1,284,1020,1,728,453,280,0,1.3,0,0,0,0,0,0,1,728,1.3,0,453
100691110101.00,545148,168059,544622,167608,505.28,50.528,1,1,884,142,1,0.47,0,1,1,643,884,1,146,884,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100660510103.00,541191,159741,541872,158846,531.35,53.135,1,1,1210,127,2,0.47,0,1,1,1082,1210,1,541,1210,1,618,493,125,0,1.3,0,0,0,0,0,0,1,618,1.3,0,493
110671410201.00,542494,165948,540620,165814,322.23,32.223,1,1,3778,486,3,0.47,0,1,1,2335,3142,1,851,3959,1,1634,1257,375,0,1.3,0,0,0,0,0,0,1,1634,1.3,0,1257
120801710102.00,545484,165034,546747,166186,311.72,31.172,1,1,3405,468,1,0.47,0,1,1,1849,2517,1,553,2681,1,1403,1124,267,0,1.3,0,0,0,0,0,0,1,1403,1.3,0,1124
100760710201.00,543870,171170,544423,171821,330.58,33.058,1,1,1021,174,1,0.47,0,1,1,706,992,1,185,1020,1,303,56,240,0,1.3,0,0,0,0,0,0,1,303,1.3,0,56
120801310201.00,547810,166162,546163,166254,279.36,27.936,1,1,2666,460,1,0.47,0,1,1,1501,2065,1,544,2687,1,917,239,676,0,1.3,0,0,0,0,0,0,1,917,1.3,0,239
120801310601.00,547810,166162,546163,166254,333.12,33.312,1,1,2666,460,1,0.47,0,1,1,1501,2065,1,544,2687,1,917,239,676,0,1.3,0,0,0,0,0,0,1,917,1.3,0,239
120421410103.00,546631,172138,547203,171405,282.57,28.257,1,1,2448,440,2,0.47,0,1,1,1738,2369,1,436,2448,1,1318,946,360,0,1.3,0,0,0,0,0,0,1,1318,1.3,0,946
110810110201.00,545948,167531,547966,165862,470.83,47.083,1,1,3309,425,1,0.47,0,1,1,2466,3253,1,747,3329,1,2084,1782,300,0,1.3,0,0,0,0,0,0,1,2084,1.3,0,1782
100650810101.00,542222,168692,544419,169916,259.13,25.913,1,1,3376,421,1,0.47,0,1,1,2522,3231,1,857,3380,1,1318,915,420,0,1.3,0,0,0,0,0,0,1,1318,1.3,0,915
100441810301.00,548163,170979,541684,167255,312.15,31.215,1,1,9693,1070,1,0.47,0,1,1,7153,9447,1,2429,11143,1,3787,1140,2236,1,1.3,0,0,0,0,0,0,1,3787,1.3,1,1140
120660310101.00,542102,158332,543761,167761,288.57,28.857,1,1,12698,1340,1,0.47,0,1,1,8410,11595,1,2418,11816,1,2974,1093,1647,1,1.3,0,0,0,0,0,0,1,2974,1.3,1,1093
110691310201.00,544435,167929,545389,169145,258.95,25.895,1,1,2138,219,2,0.47,0,1,1,1583,2102,1,465,2113,1,1250,1113,124,0,1.3,0,0,0,0,0,0,1,1250,1.3,0,1113
120800710101.00,547036,167028,547394,165495,401.25,40.125,1,1,1842,203,4,0.47,0,1,1,1422,1829,1,526,2041,1,1053,758,285,0,1.3,0,0,0,0,0,0,1,1053,1.3,0,758
110712410201.00,545391,164581,544523,164008,263.91,26.391,1,1,2279,272,2,0.47,0,1,1,1340,1695,1,520,1706,1,794,429,357,0,1.3,0,0,0,0,0,0,1,794,1.3,0,429
110681310101.00,545287,164320,546296,166172,430.13,43.013,1,1,2371,404,1,0.47,0,1,1,1743,2346,1,484,2420,1,726,332,374,0,1.3,0,0,0,0,0,0,1,726,1.3,0,332
100713010201.00,546236,165693,544578,163468,418.17,41.817,1,1,3531,416,2,0.47,0,1,1,2407,3097,1,830,3160,1,750,285,450,0,1.3,0,0,0,0,0,0,1,750,1.3,0,285
100660510101.00,541505,158959,542587,159426,531.35,53.135,1,1,2216,281,2,0.47,0,1,1,1423,1748,1,610,1970,1,876,701,180,0,1.3,0,0,0,0,0,0,1,876,1.3,0,701
100691610101.00,545392,169553,545367,170914,581.3,58.13,1,1,3850,486,2,0.47,0,1,1,2674,3649,1,807,3932,1,2083,1198,878,0,1.3,0,0,0,0,0,0,1,2083,1.3,0,1198
110650410101.00,541688,167876,542218,167045,776.61,77.661,1,1,1652,248,0,0.47,0,1,1,1016,1350,1,272,1382,1,669,591,70,0,1.3,0,0,0,0,0,0,1,669,1.3,0,591
100800710101.00,547582,166924,547446,166017,262.94,26.294,1,1,1324,233,1,0.47,0,1,1,995,1290,1,329,1277,1,838,553,290,0,1.3,0,0,0,0,0,0,1,838,1.3,0,553
120672910101.00,543689,165593,544497,164204,312.16,31.216,1,1,2302,470,2,0.47,0,1,1,1741,2302,1,582,2302,1,1117,810,288,0,1.3,0,0,0,0,0,0,1,1117,1.3,0,810
100442710101.00,547272,171032,547039,168111,274.57,27.457,1,1,3213,476,0,0.47,0,1,1,2410,3190,1,661,3211,1,713,232,480,0,1.3,0,0,0,0,0,0,1,713,1.3,0,232
110663010201.00,541433,158504,544517,167657,262.53,26.253,1,1,12506,1365,4,0.47,0,1,1,8569,11777,1,2498,12237,1,2598,608,1776,1,1.3,1,2718,440,1769,1,1.65,1,2658,1.475,1,524
110663010301.00,541433,158504,542587,159426,322.56,32.256,1,1,2702,370,4,0.47,0,1,1,1765,2234,1,713,2456,1,1140,785,360,0,1.3,0,0,0,0,0,0,1,1140,1.3,0,785
120660710301.00,541328,159230,542493,159336,497.01,49.701,1,1,2450,323,4,0.47,0,1,1,1639,2017,1,738,2204,1,937,696,245,0,1.3,0,0,0,0,0,0,1,937,1.3,0,696
100670910101.00,542675,165973,543802,164935,846.38,84.638,1,1,2518,383,1,0.47,0,1,1,1927,2444,1,635,2445,1,997,697,300,0,1.3,0,0,0,0,0,0,1,997,1.3,0,697
120800410401.00,547553,166869,547332,166105,499.74,49.974,1,1,1509,234,3,0.47,0,1,1,933,1215,1,270,1264,1,844,560,290,0,1.3,0,0,0,0,0,0,1,844,1.3,0,560
100660510301.00,541505,158959,542587,159426,546.87,54.687,1,1,2216,281,2,0.47,0,1,1,1423,1748,1,610,1970,1,876,701,180,0,1.3,0,0,0,0,0,0,1,876,1.3,0,701
120672910501.00,543689,165593,544497,164204,260.8,26.08,1,1,2302,470,2,0.47,0,1,1,1741,2302,1,582,2302,1,1117,810,288,0,1.3,0,0,0,0,0,0,1,1117,1.3,0,810
100682510101.00,546005,163320,546441,166281,474.47,47.447,1,1,4165,633,1,0.47,0,1,1,2876,3905,1,810,3988,1,1440,805,630,0,1.3,0,0,0,0,0,0,1,1440,1.3,0,805
110802710102.00,545318,169440,547920,168607,382.55,38.255,1,1,3802,577,0,0.47,0,1,1,2651,3601,1,768,3608,1,1889,1621,268,0,1.3,0,0,0,0,0,0,1,1889,1.3,0,1621
100810710201.00,545923,168068,546491,169352,508.01,50.801,1,1,3131,442,1,0.47,0,1,1,1693,2321,1,605,3034,1,1121,968,154,0,1.3,0,0,0,0,0,0,1,1121,1.3,0,968
120780510101.00,542999,167998,544956,170418,524.06,52.406,1,1,3610,420,2,0.47,0,1,1,2767,3605,1,936,3717,1,1416,1052,370,0,1.3,0,0,0,0,0,0,1,1416,1.3,0,1052
100811510101.00,546602,169476,545845,167071,398.01,39.801,1,1,4523,524,3,0.47,0,1,1,3139,4181,1,961,4152,1,1828,988,840,0,1.3,0,0,0,0,0,0,1,1828,1.3,0,988
120800410501.00,547553,166869,547332,166105,705.08,70.508,1,1,1509,234,3,0.47,0,1,1,933,1215,1,270,1264,1,844,560,290,0,1.3,0,0,0,0,0,0,1,844,1.3,0,560
120670310101.00,543363,166868,542112,168623,283.93,28.393,1,1,3614,421,1,0.47,0,1,1,2082,2873,1,539,3068,1,1202,864,336,0,1.3,1,2122,416,754,1,1.45,1,1662,1.375,0.5,640
100680410401.00,547197,162093,543210,168258,479.36,47.936,1,1,10404,1023,2,0.47,0,1,1,6706,9064,1,2086,10574,1,2950,695,1698,1,1.3,1,3579,2799,780,0,1.65,1,3264.5,1.475,0.5,1747
